"DISTRICT_CODE","DISTRICT_NAME","SCHOOL_CODE","SCHOOL_NAME","X_FREE_AND_REDUCED"
"2690","PUEBLO CITY 60","1402","CENTENNIAL HIGH SCHOOL","46.00"
"2690","PUEBLO CITY 60","1454","CENTRAL HIGH SCHOOL","66.30"
"2690","PUEBLO CITY 60","1488","CESAR CHAVEZ ACADEMY","59.70"
"2690","PUEBLO CITY 60","1504","GOODNIGHT ELEMENTARY SCHOOL","62.70"
"2690","PUEBLO CITY 60","1828","COLUMBIAN ELEMENTARY SCHOOL","92.50"
"2690","PUEBLO CITY 60","1872","COMMUNITY TRANSITION HOUSE","14.90"
"2690","PUEBLO CITY 60","2096","CORWIN INTERNATIONAL MAGNET SCHOOL","48.90"
"2690","PUEBLO CITY 60","2217","DOLORES HUERTA PREPARATORY HIGH SCHOOL","62.30"
"2690","PUEBLO CITY 60","2394","EAST HIGH SCHOOL","64.20"
"2690","PUEBLO CITY 60","2438","EVA R BACA ELEMENTARY SCHOOL","92.30"
"2690","PUEBLO CITY 60","2620","FOUNTAIN INTERNATIONAL MAGNET SCHOOL","44.70"
"2690","PUEBLO CITY 60","3206","FREED MIDDLE SCHOOL","83.30"
"2690","PUEBLO CITY 60","3724","HAAFF ELEMENTARY SCHOOL","57.60"
"2690","PUEBLO CITY 60","3924","HERITAGE ELEMENTARY SCHOOL","75.90"
"2690","PUEBLO CITY 60","3976","HIGHLAND PARK ELEMENTARY SCHOOL","61.40"
"2690","PUEBLO CITY 60","4302","IRVING ELEMENTARY SCHOOL","83.00"
"2690","PUEBLO CITY 60","4376","JAMES H RISLEY MIDDLE SCHOOL","92.20"
"2690","PUEBLO CITY 60","5048","LEMUEL PITTS MIDDLE SCHOOL","80.50"
"2690","PUEBLO CITY 60","5916","MINNEQUA ELEMENTARY SCHOOL","91.50"
"2690","PUEBLO CITY 60","6132","MORTON ELEMENTARY SCHOOL","72.70"
"2690","PUEBLO CITY 60","6504","OLGA A HELLBECK ELEMENTARY SCHOOL","94.60"
"2690","PUEBLO CITY 60","6770","PARK VIEW ELEMENTARY SCHOOL","91.80"
"2690","PUEBLO CITY 60","7209","PUEBLO CHARTER SCHOOL FOR THE ARTS  and  SCIENCES","57.40"
"2690","PUEBLO CITY 60","7481","RONCALLI MIDDLE SCHOOL","73.90"
"2690","PUEBLO CITY 60","7748","KEATING CONTINUING EDUCATION","49.90"
"2690","PUEBLO CITY 60","8030","SOMERLID ELEMENTARY SCHOOL","80.30"
"2690","PUEBLO CITY 60","8082","SOUTH HIGH SCHOOL","47.50"
"2690","PUEBLO CITY 60","8116","SOUTH PARK ELEMENTARY SCHOOL","70.70"
"2690","PUEBLO CITY 60","8143","SPANN ELEMENTARY SCHOOL","97.10"
"2690","PUEBLO CITY 60","8402","SUNSET PARK ELEMENTARY SCHOOL","56.00"
"2690","PUEBLO CITY 60","9188","W H HEATON MIDDLE SCHOOL","74.70"
"2690","PUEBLO CITY 60","9785","YOUTH  and  FAMILY ACADEMY CHARTER","81.60"
"2700","PUEBLO COUNTY RURAL 70","25","SKY VIEW MIDDLE SCHOOL","23.10"
"2700","PUEBLO COUNTY RURAL 70","26","DESERT SAGE ELEMENTARY SCHOOL","45.70"
"2700","PUEBLO COUNTY RURAL 70","472","AVONDALE ELEMENTARY SCHOOL","81.60"
"2700","PUEBLO COUNTY RURAL 70","852","BEULAH ELEMENTARY SCHOOL","49.40"
"2700","PUEBLO COUNTY RURAL 70","856","BEULAH MIDDLE SCHOOL","53.80"
"2700","PUEBLO COUNTY RURAL 70","1377","CEDAR RIDGE ELEMENTARY SCHOOL","18.90"
"2700","PUEBLO COUNTY RURAL 70","3279","FUTURES ACADEMY","32.20"
"2700","PUEBLO COUNTY RURAL 70","6354","NORTH MESA ELEMENTARY SCHOOL","47.50"
"2700","PUEBLO COUNTY RURAL 70","7086","PLEASANT VIEW MIDDLE SCHOOL","46.50"
"2700","PUEBLO COUNTY RURAL 70","7153","PRAIRIE WINDS ELEMENTARY SCHOOL","35.00"
"2700","PUEBLO COUNTY RURAL 70","7208","PUEBLO COUNTY HIGH SCHOOL","35.70"
"2700","PUEBLO COUNTY RURAL 70","7210","PUEBLO WEST ELEMENTARY SCHOOL","46.80"
"2700","PUEBLO COUNTY RURAL 70","7212","PUEBLO WEST MIDDLE SCHOOL","47.00"
"2700","PUEBLO COUNTY RURAL 70","7214","PUEBLO WEST HIGH SCHOOL","26.80"
"2700","PUEBLO COUNTY RURAL 70","7530","RYE ELEMENTARY SCHOOL","46.80"
"2700","PUEBLO COUNTY RURAL 70","7532","CRAVER MIDDLE SCHOOL","41.60"
"2700","PUEBLO COUNTY RURAL 70","7534","RYE HIGH SCHOOL","25.20"
"2700","PUEBLO COUNTY RURAL 70","7879","SOUTHERN COLORADO EARLY COLLEGE","20.10"
"2700","PUEBLO COUNTY RURAL 70","7886","SIERRA VISTA ELEMENTARY SCHOOL","28.90"
"2700","PUEBLO COUNTY RURAL 70","8110","SOUTH MESA ELEMENTARY SCHOOL","53.20"
"2700","PUEBLO COUNTY RURAL 70","8420","SWALLOWS CHARTER ACADEMY","27.00"
"2700","PUEBLO COUNTY RURAL 70","8810","THE CONNECT CHARTER SCHOOL","0.00"
"2700","PUEBLO COUNTY RURAL 70","9130","VINELAND ELEMENTARY SCHOOL","49.80"
"2700","PUEBLO COUNTY RURAL 70","9134","VINELAND MIDDLE SCHOOL","57.30"
"2710","MEEKER RE1","5750","MEEKER ELEMENTARY SCHOOL","29.90"
"2710","MEEKER RE1","5754","BARONE MIDDLE SCHOOL","27.80"
"2710","MEEKER RE1","5762","MEEKER HIGH SCHOOL","12.90"
"2720","RANGELY RE-4","7268","PARKVIEW ELEMENTARY SCHOOL","34.00"
"2720","RANGELY RE-4","7276","RANGELY JUNIOR/SENIOR HIGH SCHOOL","25.50"
"2730","DEL NORTE C-7","2148","DEL NORTE MIDDLE SCHOOL","61.50"
"2730","DEL NORTE C-7","2150","DEL NORTE HIGH SCHOOL","48.20"
"2730","DEL NORTE C-7","5840","MESA ELEMENTARY SCHOOL","25.30"
"2730","DEL NORTE C-7","8960","UNDERWOOD ELEMENTARY SCHOOL","67.40"
"2740","MONTE VISTA C-8","5579","MARSH ELEMENTARY SCHOOL","83.20"
"2740","MONTE VISTA C-8","6030","BYRON SYRING DELTA CENTER","69.80"
"2740","MONTE VISTA C-8","6036","BILL METZ ELEMENTARY SCHOOL","79.10"
"2740","MONTE VISTA C-8","6044","MONTE VISTA MIDDLE SCHOOL","73.60"
"2740","MONTE VISTA C-8","6046","MONTE VISTA SENIOR HIGH SCHOOL","54.60"
"2740","MONTE VISTA C-8","6520","MONTE VISTA ON-LINE ACADEMY","28.00"
"2750","SARGENT RE-33J","7660","SARGENT ELEMENTARY SCHOOL","46.80"
"2750","SARGENT RE-33J","7664","SARGENT SENIOR HIGH SCHOOL","39.50"
"2750","SARGENT RE-33J","7668","SARGENT JUNIOR HIGH SCHOOL","46.10"
"2760","HAYDEN RE-1","2522","HAYDEN VALLEY ELEMENTARY SCHOOL","45.80"
"2760","HAYDEN RE-1","3860","HAYDEN MIDDLE SCHOOL","40.20"
"2760","HAYDEN RE-1","3862","HAYDEN HIGH SCHOOL","30.30"
"2770","STEAMBOAT SPRINGS RE-2","6363","NORTH ROUTT CHARTER SCHOOL","0.00"
"2770","STEAMBOAT SPRINGS RE-2","8208","SODA CREEK ELEMENTARY SCHOOL","14.40"
"2770","STEAMBOAT SPRINGS RE-2","8210","STEAMBOAT SPRINGS MIDDLE SCHOOL","12.30"
"2770","STEAMBOAT SPRINGS RE-2","8212","STEAMBOAT SPRINGS HIGH SCHOOL","9.40"
"2770","STEAMBOAT SPRINGS RE-2","8358","STRAWBERRY PARK ELEMENTARY SCHOOL","15.60"
"2770","STEAMBOAT SPRINGS RE-2","9757","YAMPA VALLEY SCHOOL","28.60"
"2780","SOUTH ROUTT RE 3","8048","SOROCO MIDDLE SCHOOL","41.00"
"2780","SOUTH ROUTT RE 3","8050","SOROCO HIGH SCHOOL","26.90"
"2780","SOUTH ROUTT RE 3","8120","SOUTH ROUTT ELEMENTARY SCHOOL","46.80"
"2790","MOUNTAIN VALLEY RE 1","6142","MOUNTAIN VALLEY ELEMENTARY SCHOOL","74.00"
"2790","MOUNTAIN VALLEY RE 1","6144","MOUNTAIN VALLEY MIDDLE SCHOOL","59.10"
"2790","MOUNTAIN VALLEY RE 1","6146","MOUNTAIN VALLEY SENIOR HIGH SCHOOL","70.60"
"2800","MOFFAT 2","2018","CRESTONE CHARTER SCHOOL","23.20"
"2800","MOFFAT 2","5954","MOFFAT ELEMENTARY SCHOOL","66.70"
"2800","MOFFAT 2","5956","MOFFAT MIDDLE SCHOOL","78.60"
"2800","MOFFAT 2","5958","MOFFAT SENIOR HIGH SCHOOL","74.40"
"2810","CENTER 26 JT","51","THE ACADEMIC RECOVERY CENTER OF SAN LUIS VALLEY","66.70"
"2810","CENTER 26 JT","1412","HASKIN ELEMENTARY SCHOOL","91.20"
"2810","CENTER 26 JT","1416","SKOGLUND MIDDLE SCHOOL","90.30"
"2810","CENTER 26 JT","1420","CENTER HIGH SCHOOL","80.30"
"2820","SILVERTON 1","7900","SILVERTON ELEMENTARY SCHOOL","69.20"
"2820","SILVERTON 1","7902","SILVERTON MIDDLE SCHOOL","66.70"
"2820","SILVERTON 1","7904","SILVERTON HIGH SCHOOL","90.90"
"2830","TELLURIDE R-1","8786","TELLURIDE ELEMENTARY SCHOOL","25.40"
"2830","TELLURIDE R-1","8790","TELLURIDE MIDDLE SCHOOL","16.80"
"2830","TELLURIDE R-1","8794","TELLURIDE HIGH SCHOOL","19.80"
"2840","NORWOOD R-2J","6418","NORWOOD ELEMENTARY SCHOOL","54.80"
"2840","NORWOOD R-2J","6422","NORWOOD HIGH SCHOOL","34.70"
"2862","JULESBURG RE-1","4369","INSIGHT SCHOOL OF COLORADO AT JULESBURG","9.00"
"2862","JULESBURG RE-1","4488","JULESBURG ELEMENTARY SCHOOL","56.40"
"2862","JULESBURG RE-1","4492","JULESBURG HIGH SCHOOL","43.90"
"2865","PLATTE VALLEY RE-3","7050","PLATTE VALLEY ELEMENTARY SCHOOL","72.90"
"2865","PLATTE VALLEY RE-3","7322","REVERE JUNIOR-SENIOR HIGH SCHOOL","76.00"
"3000","SUMMIT RE-1","8370","DILLON VALLEY ELEMENTARY SCHOOL","52.80"
"3000","SUMMIT RE-1","8372","BRECKENRIDGE ELEMENTARY SCHOOL","8.30"
"3000","SUMMIT RE-1","8374","FRISCO ELEMENTARY SCHOOL","24.30"
"3000","SUMMIT RE-1","8375","SUMMIT ALTERNATIVE HIGH SCHOOL","11.10"
"3000","SUMMIT RE-1","8376","SILVERTHORNE ELEMENTARY SCHOOL","60.80"
"3000","SUMMIT RE-1","8377","SUMMIT MIDDLE SCHOOL","35.20"
"3000","SUMMIT RE-1","8378","SUMMIT HIGH SCHOOL","21.90"
"3000","SUMMIT RE-1","8385","SUMMIT COVE ELEMENTARY SCHOOL","20.40"
"3000","SUMMIT RE-1","8993","UPPER BLUE ELEMENTARY SCHOOL","22.30"
"3010","CRIPPLE CREEK-VICTOR RE-1","2024","CRIPPLE CREEK-VICTOR JUNIOR-SENIOR HIGH SCHOOL","45.60"
"3010","CRIPPLE CREEK-VICTOR RE-1","9080","CRESSON ELEMENTARY SCHOOL","64.40"
"3020","WOODLAND PARK RE-2","8379","SUMMIT ELEMENTARY SCHOOL","40.40"
"3020","WOODLAND PARK RE-2","9692","GATEWAY ELEMENTARY SCHOOL","36.90"
"3020","WOODLAND PARK RE-2","9694","WOODLAND PARK MIDDLE SCHOOL","29.20"
"3020","WOODLAND PARK RE-2","9696","WOODLAND PARK HIGH SCHOOL","21.30"
"3020","WOODLAND PARK RE-2","9698","COLUMBINE ELEMENTARY SCHOOL","25.70"
"3030","AKRON R-1","86","AKRON ELEMENTARY SCHOOL","58.80"
"3030","AKRON R-1","90","AKRON HIGH SCHOOL","33.10"
"3040","ARICKAREE R-2","304","ARICKAREE ELEMENTARY SCHOOL","43.10"
"3040","ARICKAREE R-2","308","ARICKAREE UNDIVIDED HIGH SCHOOL","35.00"
"3050","OTIS R-3","6582","OTIS ELEMENTARY SCHOOL","45.20"
"3050","OTIS R-3","6586","OTIS JUNIOR-SENIOR HIGH SCHOOL","35.20"
"3060","LONE STAR 101","5238","LONE STAR MIDDLE SCHOOL","38.70"
"3060","LONE STAR 101","5254","LONE STAR ELEMENTARY SCHOOL","40.50"
"3060","LONE STAR 101","5258","LONE STAR UNDIVIDED HIGH SCHOOL","35.50"
"3070","WOODLIN R-104","9700","WOODLIN ELEMENTARY SCHOOL","60.00"
"3070","WOODLIN R-104","9704","WOODLIN UNDIVIDED HIGH SCHOOL","50.00"
"3080","WELD COUNTY RE-1","3398","GILCREST ELEMENTARY SCHOOL","71.20"
"3080","WELD COUNTY RE-1","4852","PETE MIRICH ELEMENTARY SCHOOL","65.00"
"3080","WELD COUNTY RE-1","4854","NORTH VALLEY MIDDLE SCHOOL","60.80"
"3080","WELD COUNTY RE-1","7056","PLATTEVILLE ELEMENTARY SCHOOL","61.00"
"3080","WELD COUNTY RE-1","7058","SOUTH VALLEY MIDDLE SCHOOL","53.70"
"3080","WELD COUNTY RE-1","9032","VALLEY HIGH SCHOOL","42.40"
"3085","EATON RE-2","754","BENJAMIN EATON ELEMENTARY SCHOOL","35.10"
"3085","EATON RE-2","2448","EATON ELEMENTARY SCHOOL","37.60"
"3085","EATON RE-2","2452","EATON MIDDLE SCHOOL","33.20"
"3085","EATON RE-2","2456","EATON HIGH SCHOOL","21.20"
"3085","EATON RE-2","3286","GALETON ELEMENTARY SCHOOL","47.90"
"3090","KEENESBURG RE-3(J)","1299","CARDINAL COMMUNITY ACADEMY CHARTER SCHOOL","17.10"
"3090","KEENESBURG RE-3(J)","1446","WELD CENTRAL SENIOR HIGH SCHOOL","42.00"
"3090","KEENESBURG RE-3(J)","3090","LOCHBUIE ELEMENTARY SCHOOL","62.10"
"3090","KEENESBURG RE-3(J)","4148","HUDSON ELEMENTARY SCHOOL","69.40"
"3090","KEENESBURG RE-3(J)","4526","HOFF ELEMENTARY SCHOOL","42.00"
"3090","KEENESBURG RE-3(J)","9347","WELD CENTRAL JUNIOR HIGH SCHOOL","46.30"
"3100","WINDSOR RE-4","55","GRANDVIEW ELEMENTARY SCHOOL","19.30"
"3100","WINDSOR RE-4","6750","MOUNTAIN VIEW ELEMENTARY SCHOOL","23.00"
"3100","WINDSOR RE-4","7755","SEVERANCE MIDDLE SCHOOL","24.20"
"3100","WINDSOR RE-4","7958","SKYVIEW ELEMENTARY SCHOOL","28.60"
"3100","WINDSOR RE-4","8459","RANGE VIEW ELEMENTARY","18.40"
"3100","WINDSOR RE-4","8886","TOZER ELEMENTARY SCHOOL","24.00"
"3100","WINDSOR RE-4","9665","WINDSOR CHARTER ACADEMY","17.10"
"3100","WINDSOR RE-4","9670","WINDSOR MIDDLE SCHOOL","22.40"
"3100","WINDSOR RE-4","9672","WINDSOR HIGH SCHOOL","16.40"
"3110","JOHNSTOWN-MILLIKEN RE-5J","4785","KNOWLEDGE QUEST ACADEMY","33.20"
"3110","JOHNSTOWN-MILLIKEN RE-5J","5078","LETFORD ELEMENTARY SCHOOL","35.30"
"3110","JOHNSTOWN-MILLIKEN RE-5J","5896","MILLIKEN ELEMENTARY SCHOOL","56.20"
"3110","JOHNSTOWN-MILLIKEN RE-5J","5902","MILLIKEN MIDDLE SCHOOL","41.10"
"3110","JOHNSTOWN-MILLIKEN RE-5J","6963","PIONEER RIDGE ELEMENTARY SCHOOL","20.30"
"3110","JOHNSTOWN-MILLIKEN RE-5J","7490","ROOSEVELT HIGH SCHOOL","32.40"
"3120","GREELEY 6","6","#N/A","100.00"
"3120","GREELEY 6","52","HEIMAN ELEMENTARY SCHOOL","54.90"
"3120","GREELEY 6","53","WINOGRAD K-8 ELEMENTARY SCHOOL","46.10"
"3120","GREELEY 6","54","ROMERO ELEMENTARY SCHOOL","88.40"
"3120","GREELEY 6","988","BRENTWOOD MIDDLE SCHOOL","74.70"
"3120","GREELEY 6","1384","CENTENNIAL ELEMENTARY SCHOOL","93.60"
"3120","GREELEY 6","1500","CHAPPELOW K-8 MAGNET SCHOOL","45.50"
"3120","GREELEY 6","1875","FRONTIER CHARTER ACADEMY","15.70"
"3120","GREELEY 6","2222","DOS RIOS ELEMENTARY SCHOOL","81.40"
"3120","GREELEY 6","2414","EAST MEMORIAL ELEMENTARY SCHOOL","93.00"
"3120","GREELEY 6","2850","UNIVERSITY SCHOOLS","22.10"
"3120","GREELEY 6","3162","FRANKLIN MIDDLE SCHOOL","85.00"
"3120","GREELEY 6","3610","GREELEY CENTRAL HIGH SCHOOL","57.40"
"3120","GREELEY 6","3614","GREELEY WEST HIGH SCHOOL","48.40"
"3120","GREELEY 6","3880","HEATH MIDDLE SCHOOL","67.80"
"3120","GREELEY 6","4356","JACKSON ELEMENTARY SCHOOL","85.70"
"3120","GREELEY 6","4425","JEFFERSON HIGH SCHOOL","63.30"
"3120","GREELEY 6","4438","JOHN EVANS MIDDLE SCHOOL","85.10"
"3120","GREELEY 6","5412","MADISON ELEMENTARY SCHOOL","92.70"
"3120","GREELEY 6","5620","MAPLEWOOD ELEMENTARY SCHOOL","92.00"
"3120","GREELEY 6","5660","MCAULIFFE ELEMENTARY SCHOOL","29.00"
"3120","GREELEY 6","5752","MEEKER ELEMENTARY SCHOOL","61.70"
"3120","GREELEY 6","5985","MONFORT ELEMENTARY SCHOOL","36.10"
"3120","GREELEY 6","6364","NORTHRIDGE HIGH SCHOOL","60.00"
"3120","GREELEY 6","6774","MARTINEZ ELEMENTARY SCHOOL","97.30"
"3120","GREELEY 6","7700","SCOTT ELEMENTARY SCHOOL","72.10"
"3120","GREELEY 6","7814","SHAWSHEEN ELEMENTARY SCHOOL","67.40"
"3120","GREELEY 6","8965","UNION COLONY PREPARATORY SCHOOL","20.80"
"3130","PLATTE VALLEY RE-7","4670","PLATTE VALLEY HIGH SCHOOL","36.20"
"3130","PLATTE VALLEY RE-7","7052","PLATTE VALLEY ELEMENTARY SCHOOL","51.40"
"3130","PLATTE VALLEY RE-7","7054","PLATTE VALLEY MIDDLE SCHOOL","44.90"
"3140","WELD COUNTY S/D RE-8","3066","FORT LUPTON MIDDLE SCHOOL","67.10"
"3140","WELD COUNTY S/D RE-8","3070","FORT LUPTON HIGH SCHOOL","58.10"
"3140","WELD COUNTY S/D RE-8","5050","LEO WILLIAM BUTLER ELEMENTARY SCHOOL","66.80"
"3140","WELD COUNTY S/D RE-8","8930","TWOMBLY ELEMENTARY SCHOOL","70.30"
"3145","AULT-HIGHLAND RE-9","3958","HIGHLAND ELEMENTARY SCHOOL","58.60"
"3145","AULT-HIGHLAND RE-9","3961","HIGHLAND MIDDLE SCHOOL","52.00"
"3145","AULT-HIGHLAND RE-9","3962","HIGHLAND HIGH SCHOOL","42.50"
"3146","BRIGGSDALE RE-10","1008","BRIGGSDALE ELEMENTARY SCHOOL","47.60"
"3146","BRIGGSDALE RE-10","1012","BRIGGSDALE UNDIVIDED HIGH SCHOOL","50.60"
"3147","PRAIRIE RE-11","7154","PRAIRIE ELEMENTARY SCHOOL","29.40"
"3147","PRAIRIE RE-11","7156","PRAIRIE JUNIOR-SENIOR HIGH SCHOOL","32.10"
"3148","PAWNEE RE-12","3672","PAWNEE ELEMENTARY SCHOOL","32.40"
"3148","PAWNEE RE-12","6812","PAWNEE JUNIOR-SENIOR HIGH SCHOOL","17.10"
"3200","YUMA 1","9791","YUMA MIDDLE SCHOOL","49.60"
"3200","YUMA 1","9795","KENNETH P MORRIS ELEMENTARY SCHOOL","64.80"
"3200","YUMA 1","9799","YUMA HIGH SCHOOL","38.60"
"3210","WRAY RD-2","9725","WRAY ELEMENTARY SCHOOL","57.00"
"3210","WRAY RD-2","9729","BUCHANAN MIDDLE SCHOOL","63.00"
"3210","WRAY RD-2","9733","WRAY HIGH SCHOOL","47.70"
"3220","IDALIA RJ-3","4227","IDALIA ELEMENTARY SCHOOL","63.80"
"3220","IDALIA RJ-3","4231","IDALIA JUNIOR-SENIOR HIGH SCHOOL","48.00"
"3230","LIBERTY J-4","5119","LIBERTY ELEMENTARY SCHOOL","39.00"
"3230","LIBERTY J-4","5123","LIBERTY JUNIOR-SENIOR HIGH SCHOOL","47.40"
"8001","CHARTER SCHOOL INSTITUTE","75","ANIMAS HIGH SCHOOL","10.90"
"8001","CHARTER SCHOOL INSTITUTE","653","STONE CREEK SCHOOL","12.40"
"8001","CHARTER SCHOOL INSTITUTE","654","THE PINNACLE CHARTER SCHOOL ELEMENTARY","51.50"
"8001","CHARTER SCHOOL INSTITUTE","655","HIGH POINT ACADEMY","41.60"
"8001","CHARTER SCHOOL INSTITUTE","657","T.R. PAUL ACADEMY OF ARTS  and  KNOWLEDGE","31.70"
"8001","CHARTER SCHOOL INSTITUTE","1279","CAPROCK ACADEMY","22.40"
"8001","CHARTER SCHOOL INSTITUTE","1376","SCHOLARS TO LEADERS ACADEMY","45.70"
"8001","CHARTER SCHOOL INSTITUTE","1791","COLORADO SPRINGS CHARTER ACADEMY","31.60"
"8001","CHARTER SCHOOL INSTITUTE","1795","COLORADO SPRINGS EARLY COLLEGES","31.90"
"8001","CHARTER SCHOOL INSTITUTE","1877","COLORADO PROVOST ACADEMY","28.30"
"8001","CHARTER SCHOOL INSTITUTE","1901","COLORADO CALVERT ACADEMY","19.80"
"8001","CHARTER SCHOOL INSTITUTE","2837","EARLY COLLEGE HIGH SCHOOL AT ARVADA","38.70"
"8001","CHARTER SCHOOL INSTITUTE","3475","GOAL ACADEMY","34.90"
"8001","CHARTER SCHOOL INSTITUTE","6913","THE PINNACLE CHARTER SCHOOL MIDDLE","50.60"
"8001","CHARTER SCHOOL INSTITUTE","6914","THE PINNACLE CHARTER SCHOOL HIGH","49.60"
"8001","CHARTER SCHOOL INSTITUTE","7278","RICARDO FLORES MAGON ACADEMY","88.50"
"8001","CHARTER SCHOOL INSTITUTE","7512","ROSS MONTESSORI SCHOOL","16.60"
"8001","CHARTER SCHOOL INSTITUTE","8825","THOMAS MACLAREN STATE CHARTER SCHOOL","30.40"
"8001","CHARTER SCHOOL INSTITUTE","8929","PIKES PEAK PREP","63.80"
"8001","CHARTER SCHOOL INSTITUTE","9051","THE VANGUARD SCHOOL (MIDDLE)","25.90"
"8001","CHARTER SCHOOL INSTITUTE","9057","THE VANGUARD SCHOOL (HIGH)","20.70"
"8001","CHARTER SCHOOL INSTITUTE",,"INSTITUTE TOTALS","38.50"
"9030","MOUNTAIN BOCES","6134","YAMPAH MOUNTAIN SCHOOL","0.00"
"9030","MOUNTAIN BOCES","6136","MOUNTAIN BOCES DAY TREATMENT CENTER","0.00"
"9030","MOUNTAIN BOCES","9797","YAMPAH TEEN PARENT PROGRAM","0.00"
"9030","MOUNTAIN BOCES",,"BOCES TOTALS","0.00"
"9130","EXPEDITIONARY BOCES","2840","EXPEDITIONARY LEARNING SCHOOL","0.00"
"9130","EXPEDITIONARY BOCES",,"BOCES TOTALS","0.00"
,"",,"COLORADO DETENTION CENTERS","23.80"
,"",,"STATE TOTAL","40.30"
